,ID,Nombre,Edad,Sexo,Telefono,Email,Descripcion,Fumar,Municipio
2804,897137,Rufino Cordero,17,Hombre,+34880122378,rufinocordero@gmail.com,"¡Hola, soy Rufino! Tengo 17 años y me gusta practicar deporte. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
2805,145700,Loreto Bayo,47,Mujer,+34976367369,loretobayo@yahoo.com,"¡Hola, soy Loreto! Tengo 47 años y me gusta viajar. Suelo escuchar música indie.",No me importa viajar con un fumador,"Alboraya, Spain"
2806,240458,Jose Carlos Lozano,74,Hombre,+34880116292,josecarloslozano@yahoo.com,"¡Hola, soy Jose! Tengo 74 años y me gusta practicar deporte. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Xirivella, Spain"
2807,954910,María Pareja,84,Hombre,+34886668273,mariapareja@yahoo.com,"¡Hola, soy María! Tengo 84 años y me gusta tocar un instrumento musical. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Manises, Spain"
2808,303860,Soraya Llorente,18,Mujer,+34943603843,sorayallorente@gmail.com,"¡Hola, soy Soraya! Tengo 18 años y me gusta practicar deporte. Suelo escuchar música indie.",No me importa viajar con un fumador,"Alaquàs, Spain"
2809,801803,Maite Garrido,56,Mujer,+34985683064,maitegarrido@gmail.com,"¡Hola, soy Maite! Tengo 56 años y me gusta salir a correr. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
2810,756921,Chita Comas,56,Mujer,+34875773991,chitacomas@yahoo.com,"¡Hola, soy Chita! Tengo 56 años y me gusta hacer senderismo. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Alaquàs, Spain"
2811,717761,Cornelio Cadenas,30,Hombre,+34848029165,corneliocadenas@yahoo.com,"¡Hola, soy Cornelio! Tengo 30 años y me gusta cocinar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
2812,989065,Nilo Vaquero,78,Hombre,+34976529203,nilovaquero@hotmail.com,"¡Hola, soy Nilo! Tengo 78 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Valencia, Spain"
2813,165157,Isaías Corominas,84,Hombre,+34980633076,isaiascorominas@yahoo.com,"¡Hola, soy Isaías! Tengo 84 años y me gusta viajar. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Xirivella, Spain"
2814,814203,Baldomero Carballo,52,Hombre,+34983090712,baldomerocarballo@hotmail.com,"¡Hola, soy Baldomero! Tengo 52 años y me gusta ver películas. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Valencia, Spain"
2815,136559,Ciriaco Sancho,72,Hombre,+34975206170,ciriacosancho@hotmail.com,"¡Hola, soy Ciriaco! Tengo 72 años y me gusta leer. Suelo escuchar música indie.",No me importa viajar con un fumador,"Alboraya, Spain"
2816,484689,Aroa Lumbreras,80,Mujer,+34925482660,aroalumbreras@hotmail.com,"¡Hola, soy Aroa! Tengo 80 años y me gusta ir al cine. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
2817,155858,Pastor Cárdenas,54,Hombre,+34887646690,pastorcardenas@yahoo.com,"¡Hola, soy Pastor! Tengo 54 años y me gusta pintar. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2818,885703,Elpidio Antúnez,38,Hombre,+34981060855,elpidioantunez@yahoo.com,"¡Hola, soy Elpidio! Tengo 38 años y me gusta ir al cine. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
2819,240108,Rosa María Pera,70,Mujer,+34949923091,rosamariapera@gmail.com,"¡Hola, soy Rosa! Tengo 70 años y me gusta ver películas. Suelo escuchar música indie.",No me importa viajar con un fumador,"Valencia, Spain"
2820,558123,Melisa Peralta,17,Mujer,+34942936187,melisaperalta@yahoo.com,"¡Hola, soy Melisa! Tengo 17 años y me gusta hacer senderismo. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Torrent, Spain"
2821,254739,Andrés Felipe Saavedra,60,Hombre,+34888083734,andresfelipesaavedra@gmail.com,"¡Hola, soy Andrés! Tengo 60 años y me gusta ver películas. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
2822,677875,Jennifer Lumbreras,64,Mujer,+34927341172,jenniferlumbreras@hotmail.com,"¡Hola, soy Jennifer! Tengo 64 años y me gusta practicar deporte. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Alaquàs, Spain"
2823,587012,Ariel Cisneros,82,Mujer,+34924640996,arielcisneros@yahoo.com,"¡Hola, soy Ariel! Tengo 82 años y me gusta tocar un instrumento musical. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Manises, Spain"
2824,863484,Augusto Cruz,65,Hombre,+34978933705,augustocruz@hotmail.com,"¡Hola, soy Augusto! Tengo 65 años y me gusta leer. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Tavernes Blanques, Spain"
2825,115374,Claudia Soto,41,Mujer,+34964663261,claudiasoto@hotmail.com,"¡Hola, soy Claudia! Tengo 41 años y me gusta hacer senderismo. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Valencia, Spain"
2826,385463,Irene Villar,17,Mujer,+34806072419,irenevillar@yahoo.com,"¡Hola, soy Irene! Tengo 17 años y me gusta viajar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Burjasot, Spain"
2827,224384,Reynaldo Corral,53,Hombre,+34876233203,reynaldocorral@yahoo.com,"¡Hola, soy Reynaldo! Tengo 53 años y me gusta pintar. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Benetúser, Spain"
2828,208478,Iker Tejero,76,Hombre,+34847998146,ikertejero@yahoo.com,"¡Hola, soy Iker! Tengo 76 años y me gusta leer. Suelo escuchar música indie.",No me importa viajar con un fumador,"Valencia, Spain"
2829,383082,Dionisia Sierra,42,Mujer,+34988366488,dionisiasierra@hotmail.com,"¡Hola, soy Dionisia! Tengo 42 años y me gusta cocinar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Moncada, Spain"
2830,415433,Goyo Carmona,39,Hombre,+34884313026,goyocarmona@hotmail.com,"¡Hola, soy Goyo! Tengo 39 años y me gusta hacer senderismo. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Valencia, Spain"
2831,692277,Josefina Asenjo,19,Mujer,+34922580043,josefinaasenjo@gmail.com,"¡Hola, soy Josefina! Tengo 19 años y me gusta ver películas. Suelo escuchar música indie.",No me importa viajar con un fumador,"Paterna, Spain"
2832,550892,América Cánovas,48,Mujer,+34947953007,americacanovas@yahoo.com,"¡Hola, soy América! Tengo 48 años y me gusta practicar deporte. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Alboraya, Spain"
2833,116730,Mirta Valentín,44,Mujer,+34842692973,mirtavalentin@hotmail.com,"¡Hola, soy Mirta! Tengo 44 años y me gusta tocar un instrumento musical. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2834,573290,Rebeca Diez,41,Mujer,+34825093773,rebecadiez@hotmail.com,"¡Hola, soy Rebeca! Tengo 41 años y me gusta cocinar. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Valencia, Spain"
2835,748350,Pancho Gomis,43,Hombre,+34973122004,panchogomis@yahoo.com,"¡Hola, soy Pancho! Tengo 43 años y me gusta pintar. Suelo escuchar música rock.",No me importa viajar con un fumador,"Torrent, Spain"
2836,199994,Rocío Mayo,18,Mujer,+34975618710,rociomayo@hotmail.com,"¡Hola, soy Rocío! Tengo 18 años y me gusta tocar un instrumento musical. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
2837,672903,Apolinar Ayllón,30,Hombre,+34947497098,apolinarayllon@yahoo.com,"¡Hola, soy Apolinar! Tengo 30 años y me gusta pintar. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
2838,851238,Alejandro Gomila,61,Hombre,+34826940209,alejandrogomila@yahoo.com,"¡Hola, soy Alejandro! Tengo 61 años y me gusta hacer senderismo. Suelo escuchar música rock.",No me importa viajar con un fumador,"Aldaya, Spain"
2839,423656,Mireia Sanabria,47,Mujer,+34879060651,mireiasanabria@yahoo.com,"¡Hola, soy Mireia! Tengo 47 años y me gusta ir al cine. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
2840,903694,Marcelo Terrón,49,Hombre,+34945142877,marceloterron@yahoo.com,"¡Hola, soy Marcelo! Tengo 49 años y me gusta ir al cine. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
2841,733679,Óscar Mur,77,Hombre,+34973392784,oscarmur@hotmail.com,"¡Hola, soy Óscar! Tengo 77 años y me gusta cocinar. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Paiporta, Spain"
2842,730697,Dolores Blasco,57,Mujer,+34877694147,doloresblasco@hotmail.com,"¡Hola, soy Dolores! Tengo 57 años y me gusta ir al cine. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Manises, Spain"
2843,176930,Anastasio Río,52,Hombre,+34881006517,anastasiorio@yahoo.com,"¡Hola, soy Anastasio! Tengo 52 años y me gusta hacer senderismo. Suelo escuchar música pop.",No me importa viajar con un fumador,"Burjasot, Spain"
2844,471988,Pili Lucas,69,Mujer,+34886645392,pililucas@gmail.com,"¡Hola, soy Pili! Tengo 69 años y me gusta pintar. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Torrent, Spain"
2845,349931,Jose Ramón Posada,24,Hombre,+34883201307,joseramonposada@yahoo.com,"¡Hola, soy Jose! Tengo 24 años y me gusta viajar. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Alfafar, Spain"
2846,498499,Ricardo Murillo,27,Hombre,+34884595093,ricardomurillo@gmail.com,"¡Hola, soy Ricardo! Tengo 27 años y me gusta practicar deporte. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
2847,921001,Fátima Arévalo,32,Mujer,+34947618419,fatimaarevalo@gmail.com,"¡Hola, soy Fátima! Tengo 32 años y me gusta salir a correr. Suelo escuchar música electrónica.",Prefiero no viajar con un fumador,"Valencia, Spain"
2848,801086,Primitiva Sanjuan,17,Mujer,+34825168154,primitivasanjuan@yahoo.com,"¡Hola, soy Primitiva! Tengo 17 años y me gusta viajar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
2849,123237,Santos Carmona,78,Hombre,+34729146634,santoscarmona@hotmail.com,"¡Hola, soy Santos! Tengo 78 años y me gusta viajar. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2850,144662,Godofredo Ibarra,23,Hombre,+34869373648,godofredoibarra@gmail.com,"¡Hola, soy Godofredo! Tengo 23 años y me gusta cocinar. Suelo escuchar música rock.",No me importa viajar con un fumador,"Paiporta, Spain"
2851,931937,Eliseo Frías,20,Hombre,+34977084957,eliseofrias@hotmail.com,"¡Hola, soy Eliseo! Tengo 20 años y me gusta cocinar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
2852,671590,Diego Castellanos,51,Hombre,+34667388146,diegocastellanos@hotmail.com,"¡Hola, soy Diego! Tengo 51 años y me gusta viajar. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Meliana, Spain"
2853,337055,Lorenza Acuña,25,Mujer,+34941368753,lorenzaacuna@gmail.com,"¡Hola, soy Lorenza! Tengo 25 años y me gusta practicar deporte. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Moncada, Spain"
2854,397681,Darío Alfaro,76,Hombre,+34901651743,darioalfaro@yahoo.com,"¡Hola, soy Darío! Tengo 76 años y me gusta ver películas. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Valencia, Spain"
2855,743479,Amando Manrique,47,Hombre,+34979465652,amandomanrique@hotmail.com,"¡Hola, soy Amando! Tengo 47 años y me gusta ver películas. Suelo escuchar música rock.",No me importa viajar con un fumador,"Burjasot, Spain"
2856,632973,Tito Pol,23,Hombre,+34971495986,titopol@yahoo.com,"¡Hola, soy Tito! Tengo 23 años y me gusta salir a correr. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Valencia, Spain"
2857,512967,Emilia Alegre,75,Mujer,+34920470280,emiliaalegre@yahoo.com,"¡Hola, soy Emilia! Tengo 75 años y me gusta ver películas. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
2858,222689,Ariel Cañizares,74,Mujer,+34826123457,arielcanizares@hotmail.com,"¡Hola, soy Ariel! Tengo 74 años y me gusta hacer senderismo. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
2859,390064,Heliodoro Valero,58,Hombre,+34824669776,heliodorovalero@hotmail.com,"¡Hola, soy Heliodoro! Tengo 58 años y me gusta hacer senderismo. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
2860,585490,Candelario Vélez,74,Hombre,+34849383279,candelariovelez@hotmail.com,"¡Hola, soy Candelario! Tengo 74 años y me gusta hacer senderismo. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Valencia, Spain"
2861,483991,Roque Tejedor,67,Hombre,+34887961387,roquetejedor@gmail.com,"¡Hola, soy Roque! Tengo 67 años y me gusta salir a correr. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
2862,615973,Isaac Ripoll,33,Hombre,+34902509019,isaacripoll@gmail.com,"¡Hola, soy Isaac! Tengo 33 años y me gusta tocar un instrumento musical. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Alaquàs, Spain"
2863,730696,Américo Garriga,69,Hombre,+34879030211,americogarriga@gmail.com,"¡Hola, soy Américo! Tengo 69 años y me gusta viajar. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Paiporta, Spain"
2864,930917,Santos Casal,62,Hombre,+34988398232,santoscasal@yahoo.com,"¡Hola, soy Santos! Tengo 62 años y me gusta pintar. Suelo escuchar música rock.",No me importa viajar con un fumador,"Paiporta, Spain"
2865,181323,Sarita Amorós,52,Mujer,+34745030738,saritaamoros@hotmail.com,"¡Hola, soy Sarita! Tengo 52 años y me gusta ver películas. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Xirivella, Spain"
2866,502778,Charo Urrutia,36,Mujer,+34941742496,charourrutia@hotmail.com,"¡Hola, soy Charo! Tengo 36 años y me gusta salir a correr. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Burjasot, Spain"
2867,593026,Merche Juan,84,Mujer,+34825553055,merchejuan@hotmail.com,"¡Hola, soy Merche! Tengo 84 años y me gusta practicar deporte. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Manises, Spain"
2868,630490,Abigaíl Pulido,49,Mujer,+34742866809,abigailpulido@yahoo.com,"¡Hola, soy Abigaíl! Tengo 49 años y me gusta tocar un instrumento musical. Suelo escuchar música indie.",No me importa viajar con un fumador,"Valencia, Spain"
2869,611640,Mayte Carreño,58,Mujer,+34742616290,maytecarreno@hotmail.com,"¡Hola, soy Mayte! Tengo 58 años y me gusta ir al cine. Suelo escuchar música rock.",No me importa viajar con un fumador,"Valencia, Spain"
2870,396710,Benigno Acero,79,Hombre,+34982159726,benignoacero@yahoo.com,"¡Hola, soy Benigno! Tengo 79 años y me gusta cocinar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Valencia, Spain"
2871,465316,Tristán Solano,22,Hombre,+34710124466,tristansolano@gmail.com,"¡Hola, soy Tristán! Tengo 22 años y me gusta leer. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Manises, Spain"
2872,959058,Caridad Zabala,18,Mujer,+34924889938,caridadzabala@hotmail.com,"¡Hola, soy Caridad! Tengo 18 años y me gusta leer. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Xirivella, Spain"
2873,785017,Toni Benítez,34,Hombre,+34944126867,tonibenitez@gmail.com,"¡Hola, soy Toni! Tengo 34 años y me gusta tocar un instrumento musical. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Alfafar, Spain"
2874,168262,Melchor Ripoll,38,Hombre,+34880127826,melchorripoll@gmail.com,"¡Hola, soy Melchor! Tengo 38 años y me gusta leer. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Valencia, Spain"
2875,915268,Celia Batalla,46,Mujer,+34818565697,celiabatalla@hotmail.com,"¡Hola, soy Celia! Tengo 46 años y me gusta ver películas. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Sedaví, Spain"
2876,165747,Pancho Guardiola,76,Hombre,+34803255612,panchoguardiola@gmail.com,"¡Hola, soy Pancho! Tengo 76 años y me gusta cocinar. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Torrent, Spain"
2877,618669,Montserrat Gisbert,59,Mujer,+34874657400,montserratgisbert@gmail.com,"¡Hola, soy Montserrat! Tengo 59 años y me gusta viajar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Benetúser, Spain"
2878,341869,Dulce Oller,61,Mujer,+34820306246,dulceoller@yahoo.com,"¡Hola, soy Dulce! Tengo 61 años y me gusta viajar. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Alboraya, Spain"
2879,787629,César Vicens,47,Hombre,+34724101353,cesarvicens@gmail.com,"¡Hola, soy César! Tengo 47 años y me gusta hacer senderismo. Suelo escuchar música rock.",No me importa viajar con un fumador,"Xirivella, Spain"
2880,872685,Eusebio Acevedo,58,Hombre,+34987733971,eusebioacevedo@yahoo.com,"¡Hola, soy Eusebio! Tengo 58 años y me gusta ver películas. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
2881,893232,Socorro Cañas,75,Mujer,+34800143177,socorrocanas@yahoo.com,"¡Hola, soy Socorro! Tengo 75 años y me gusta tocar un instrumento musical. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Paiporta, Spain"
2882,297052,Lucas Roca,55,Hombre,+34730689565,lucasroca@hotmail.com,"¡Hola, soy Lucas! Tengo 55 años y me gusta ir al cine. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
2883,684786,Calista Maestre,52,Mujer,+34806562688,calistamaestre@hotmail.com,"¡Hola, soy Calista! Tengo 52 años y me gusta cocinar. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Torrent, Spain"
2884,812123,Che Cañizares,54,Hombre,+34826246276,checanizares@hotmail.com,"¡Hola, soy Che! Tengo 54 años y me gusta ver películas. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Xirivella, Spain"
2885,549753,Marc Reina,80,Hombre,+34977652080,marcreina@gmail.com,"¡Hola, soy Marc! Tengo 80 años y me gusta viajar. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Paiporta, Spain"
2886,489404,Noelia Cabrera,29,Mujer,+34823037130,noeliacabrera@hotmail.com,"¡Hola, soy Noelia! Tengo 29 años y me gusta salir a correr. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Aldaya, Spain"
2887,377680,Purificación Raya,51,Mujer,+34945646149,purificacionraya@hotmail.com,"¡Hola, soy Purificación! Tengo 51 años y me gusta tocar un instrumento musical. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Moncada, Spain"
2888,610498,Lorenza Tejada,49,Mujer,+34849533352,lorenzatejada@hotmail.com,"¡Hola, soy Lorenza! Tengo 49 años y me gusta salir a correr. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2889,951722,Reyes Torrents,47,Hombre,+34872447364,reyestorrents@hotmail.com,"¡Hola, soy Reyes! Tengo 47 años y me gusta hacer senderismo. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
2890,435815,Jennifer Ferrándiz,30,Mujer,+34975835632,jenniferferrandiz@hotmail.com,"¡Hola, soy Jennifer! Tengo 30 años y me gusta ir al cine. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
2891,408938,Gerónimo Reig,18,Hombre,+34982344017,geronimoreig@yahoo.com,"¡Hola, soy Gerónimo! Tengo 18 años y me gusta pintar. Suelo escuchar música electrónica.",Prefiero no viajar con un fumador,"Moncada, Spain"
2892,195490,Ángeles Barral,18,Mujer,+34946050782,angelesbarral@gmail.com,"¡Hola, soy Ángeles! Tengo 18 años y me gusta hacer senderismo. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Meliana, Spain"
2893,909522,Paula Salvador,18,Mujer,+34832653394,paulasalvador@gmail.com,"¡Hola, soy Paula! Tengo 18 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Torrent, Spain"
2894,900253,Cayetano Canals,18,Hombre,+34926076387,cayetanocanals@yahoo.com,"¡Hola, soy Cayetano! Tengo 18 años y me gusta tocar un instrumento musical. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Sedaví, Spain"
2895,819313,Berta Perea,67,Mujer,+34849039710,bertaperea@yahoo.com,"¡Hola, soy Berta! Tengo 67 años y me gusta practicar deporte. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
2896,649864,Sol Villena,79,Mujer,+34981109197,solvillena@hotmail.com,"¡Hola, soy Sol! Tengo 79 años y me gusta viajar. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Alaquàs, Spain"
2897,688834,Lorena Mariño,29,Mujer,+34847198385,lorenamarino@hotmail.com,"¡Hola, soy Lorena! Tengo 29 años y me gusta cocinar. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Mislata, Spain"
2898,382580,Raimundo Martí,80,Hombre,+34944865244,raimundomarti@hotmail.com,"¡Hola, soy Raimundo! Tengo 80 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Xirivella, Spain"
2899,901083,Benigno Barragán,75,Hombre,+34807271582,benignobarragan@yahoo.com,"¡Hola, soy Benigno! Tengo 75 años y me gusta cocinar. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Valencia, Spain"
2900,477167,Matilde Hoz,24,Mujer,+34845318624,matildehoz@hotmail.com,"¡Hola, soy Matilde! Tengo 24 años y me gusta cocinar. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Sedaví, Spain"
2901,814940,Beatriz Pintor,53,Mujer,+34810059244,beatrizpintor@yahoo.com,"¡Hola, soy Beatriz! Tengo 53 años y me gusta hacer senderismo. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Paterna, Spain"
2902,369560,Julio Solera,84,Hombre,+34875447660,juliosolera@gmail.com,"¡Hola, soy Julio! Tengo 84 años y me gusta practicar deporte. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
2903,329813,Ambrosio Cardona,65,Hombre,+34919188227,ambrosiocardona@hotmail.com,"¡Hola, soy Ambrosio! Tengo 65 años y me gusta pintar. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Alaquàs, Spain"
2904,537732,Edgardo Feliu,35,Hombre,+34878381572,edgardofeliu@hotmail.com,"¡Hola, soy Edgardo! Tengo 35 años y me gusta hacer senderismo. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Aldaya, Spain"
2905,414550,Lino Aller,61,Hombre,+34800772886,linoaller@yahoo.com,"¡Hola, soy Lino! Tengo 61 años y me gusta tocar un instrumento musical. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Valencia, Spain"
2906,822076,Aurelia Galan,61,Mujer,+34971295584,aureliagalan@yahoo.com,"¡Hola, soy Aurelia! Tengo 61 años y me gusta hacer senderismo. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Valencia, Spain"
2907,317178,Ciriaco Merino,29,Hombre,+34878534398,ciriacomerino@hotmail.com,"¡Hola, soy Ciriaco! Tengo 29 años y me gusta practicar deporte. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Mislata, Spain"
2908,648552,Candelario Madrid,48,Hombre,+34947676492,candelariomadrid@gmail.com,"¡Hola, soy Candelario! Tengo 48 años y me gusta ir al cine. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2909,238619,Ángeles Pavón,38,Mujer,+34822322642,angelespavon@gmail.com,"¡Hola, soy Ángeles! Tengo 38 años y me gusta ver películas. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Mislata, Spain"
2910,269667,Hipólito Echeverría,50,Hombre,+34887229015,hipolitoecheverria@hotmail.com,"¡Hola, soy Hipólito! Tengo 50 años y me gusta salir a correr. Suelo escuchar música pop.",No me importa viajar con un fumador,"Meliana, Spain"
2911,374329,Pepito Campoy,22,Hombre,+34845409806,pepitocampoy@gmail.com,"¡Hola, soy Pepito! Tengo 22 años y me gusta hacer senderismo. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Sedaví, Spain"
2912,824481,Carla Tamayo,42,Mujer,+34822963701,carlatamayo@yahoo.com,"¡Hola, soy Carla! Tengo 42 años y me gusta tocar un instrumento musical. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Quart de Poblet, Spain"
2913,899649,Aureliano Ramón,62,Hombre,+34874351091,aurelianoramon@gmail.com,"¡Hola, soy Aureliano! Tengo 62 años y me gusta leer. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Benetúser, Spain"
2914,637052,Encarnación Roma,85,Mujer,+34841064024,encarnacionroma@yahoo.com,"¡Hola, soy Encarnación! Tengo 85 años y me gusta leer. Suelo escuchar música pop.",No me importa viajar con un fumador,"Tavernes Blanques, Spain"
2915,238843,Nicolasa Puerta,70,Mujer,+34873749354,nicolasapuerta@hotmail.com,"¡Hola, soy Nicolasa! Tengo 70 años y me gusta tocar un instrumento musical. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Benetúser, Spain"
2916,780017,Rosalía Colom,38,Mujer,+34881389156,rosaliacolom@hotmail.com,"¡Hola, soy Rosalía! Tengo 38 años y me gusta leer. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Aldaya, Spain"
2917,736808,Oriana Benito,84,Mujer,+34922030721,orianabenito@gmail.com,"¡Hola, soy Oriana! Tengo 84 años y me gusta cocinar. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Burjasot, Spain"
2918,458902,Victorino Olivé,43,Hombre,+34880182180,victorinoolive@hotmail.com,"¡Hola, soy Victorino! Tengo 43 años y me gusta tocar un instrumento musical. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Quart de Poblet, Spain"
2919,712608,Tito Salom,26,Hombre,+34976325375,titosalom@hotmail.com,"¡Hola, soy Tito! Tengo 26 años y me gusta pintar. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
2920,595034,Itziar Calvo,25,Mujer,+34920586986,itziarcalvo@yahoo.com,"¡Hola, soy Itziar! Tengo 25 años y me gusta cocinar. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
2921,231707,Juan José Vidal,84,Hombre,+34949845213,juanjosevidal@yahoo.com,"¡Hola, soy Juan! Tengo 84 años y me gusta ver películas. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
2922,725827,Aarón Roman,60,Hombre,+34986735782,aaronroman@yahoo.com,"¡Hola, soy Aarón! Tengo 60 años y me gusta cocinar. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Alfafar, Spain"
2923,772349,Héctor Paredes,61,Hombre,+34821389800,hectorparedes@hotmail.com,"¡Hola, soy Héctor! Tengo 61 años y me gusta tocar un instrumento musical. Suelo escuchar música rock.",No me importa viajar con un fumador,"Moncada, Spain"
